vessel_id,datetime,lat,lon,sog,cog,sea_surface_temperature,sea_surface_salinity,current_speed,wind,tide,bottom_depth,chlorophyll,DIN,DIP,dissolved_oxygen,fishery_density,month,hour,mean_ship_course_change,standard_deviation_of_ship_course_change,histogram_of_ship_course_change,mean_ship_course_change_per_velocity_stage,mean_velocity_change,standard_deviation_of_velocity_change,mean_velocity,histogram_of_velocity,histogram_of_velocity_change,velocity_change_per_velocity_stage,is_suspicious,confidence,speed_change_rate,course_change_rate,distance_traveled,is_loitering,loitering_duration,is_night,night_activity_ratio,nk_proximity,fishing_zone_proximity
SAMPLE_VESSEL_000,2024-01-01 00:00:00,34.25290169956012,130.36436012435067,14.365444183120013,233.3200722008513,16.114142371367283,33.793519817745675,0.9320034369171974,9.94178290962512,0.3349542826853287,51.6959898286385,1.1421930736920654,18.026131016566865,0.9746444625861832,8.793537009545206,88.35834291430112,1,0,22.881008064398046,13.18855488732142,0.849077582986893,1.84095688989091,-1.2638235716497925,4.759534200388302,14.365444183120013,0.8190037431157159,0.874177427300465,8.708035964163166,0,0.29192484705177163,0.0,0.0,0.0,0,0.0,1,1.0,0.13861078394287912,0.2249054322189898
SAMPLE_VESSEL_000,2024-01-01 01:00:00,34.25412231588557,130.36674857923197,12.030991047733885,5.238149812152546,17.3072686335321,33.74716225015077,1.8674786360856432,14.323633662246927,1.0768887668635587,93.76958586459587,2.115120055095346,12.8627313125768,0.13318650646088415,7.309500400392366,63.05297905253361,1,1,14.033014318861087,7.1146775454528735,0.9416188235537063,6.336901856174723,-2.0028051011593395,5.414830850172842,12.030991047733885,0.4695602354041243,0.9010066283918223,1.138722669685307,0,0.05131345463959623,-2.334453135386129,131.91807761130124,0.25809034877460474,0,0.0,1,1.0,0.13861500190241458,0.2248009029301657
SAMPLE_VESSEL_000,2024-01-01 02:00:00,34.25340378014519,130.36707671209368,9.835272845186788,259.92691925547933,24.570368735599533,31.897703326116716,1.116793201471386,3.9653181603066665,-0.8135248236217754,113.40408794704605,0.3405626856184715,8.62422143766588,0.3843058018452621,6.150101879188568,40.184475580726954,1,2,17.763081076335737,11.308672905318945,0.25923723941593635,6.785350301056754,-4.808213125373374,4.980844512552617,9.835272845186788,0.9437223180043915,0.33379687438945904,5.758810686798088,0,0.07577343650343622,-2.1957182025470967,-105.31123055667322,0.08539983391731802,0,0.0,1,1.0,0.13859983681258756,0.22477685868751573
SAMPLE_VESSEL_000,2024-01-01 03:00:00,34.24883843972085,130.36472699269098,12.612910971142286,12.661772987427717,15.579925217413457,33.33134365753647,1.1443410990320289,6.965773434313159,1.9259467462077637,180.67322843401132,4.830079699155538,16.12981381944165,1.7603905234791628,8.387006294045452,90.8046928219124,1,3,10.15414352475596,13.817622266482147,0.5456665193334476,14.170921067930053,-1.526992950988647,0.7948027561099125,12.612910971142286,0.42306899188357083,0.7847769498134544,3.261334966384376,0,0.1286491392023527,2.777638125955498,112.73485373194839,0.551672347340799,0,0.0,1,1.0,0.13853594410593068,0.22484266797501815
SAMPLE_VESSEL_000,2024-01-01 04:00:00,34.2499140673267,130.36202631927935,11.135287009534684,178.0304477963238,18.529095170681867,33.475696067850826,1.1593913742026871,9.324292417513073,-1.486541793136571,30.22171724843269,0.27661501199021454,10.744249927426042,0.5963995070944716,6.267981369341048,9.686286991388581,1,4,18.275696729344993,5.609935322852369,0.19041328098928434,4.7777725442379175,1.581322971565633,3.700017979852758,11.135287009534684,0.8223586992069228,0.48637773996574385,8.551793890239201,0,0.2518575629541903,-1.477623961607602,165.3686748088961,0.2755398276847788,0,0.0,1,1.0,0.13857475171468928,0.22498785832592866
SAMPLE_VESSEL_000,2024-01-01 05:00:00,34.25510608722934,130.37138701719925,6.376579869723365,281.20195387204086,13.210915535470386,32.03771293755753,0.21647836628678552,13.568296333406852,0.3824776959284035,95.55513971648362,3.904175514860631,8.2440973786416,1.736180829231635,7.93956328844793,18.195874518384258,1,5,3.26503335947375,10.898590174037302,0.3758274482291961,1.5146085403905962,-4.5796598026013395,2.317636072056324,6.376579869723365,0.4637338181792987,0.08179791567220229,8.262583626368533,0,0.2905246964410294,-4.758707139811319,103.17150607571705,1.0360941283749503,0,0.0,1,1.0,0.13859850438312526,0.22458298294215565
SAMPLE_VESSEL_000,2024-01-01 06:00:00,34.25820290167267,130.35481664272666,9.79236495443743,182.64500745420568,23.785980990735176,31.550855999197683,1.610428884135255,9.340092517878887,-1.8684958853716096,63.157411334395455,4.890120949455064,17.61309712367363,0.32750045435699615,9.730732485051728,95.2909181366353,1,6,1.309131494554877,12.231402983714187,0.5009272499919089,1.2908886002300934,0.42879239096240696,4.852468935758422,9.79236495443743,0.857507090096738,0.654195133875806,7.560519446395249,0,0.24750338969796404,3.4157850847140647,-98.55694641783518,1.5613514021246109,0,0.0,0,0.8571428571428571,0.13877485920003563,0.22543599281058482
SAMPLE_VESSEL_000,2024-01-01 07:00:00,34.241280350372435,130.37226200265465,8.892464555539535,281.3225272726368,23.695961835482482,34.92740534238516,0.3217247232355558,12.34386214087016,-1.4511001236837666,13.815909984681982,2.491187706091698,1.2990111440233831,0.4080178094620226,7.3143273144469605,46.667572514286135,1,7,24.34144000869689,10.105639270370583,0.432018499319734,16.48311134125228,2.0280744389760876,5.843006691014693,8.892464555539535,0.9543748076904636,0.43763870561398677,8.335190307995864,0,0.22264005811141013,-0.8999003988978949,98.67751981843114,2.4722183505995283,0,0.0,0,0.75,0.13834702389302303,0.22438832117801016
SAMPLE_VESSEL_000,2024-01-01 08:00:00,34.25799659638974,130.34629096480603,6.418378786508484,56.942525364545126,15.469569539558933,33.20540621301424,1.8187380689336627,14.866181647679477,0.13752899318825396,34.06830320526876,1.9282718085109267,10.005094271304387,1.5108096809732463,7.989620452802127,78.031994870081,1,8,20.717143056413896,5.764683654873793,0.9300035795474623,15.229104238258431,0.7417688185224158,5.153671584391537,6.418378786508484,0.9360721780530823,0.2888760759098562,9.169534201291885,0,0.18032516685339234,-2.474085769031051,135.61999809190831,3.0254131363715273,0,0.0,0,0.6666666666666666,0.13883341134870805,0.22585755307755467
SAMPLE_VESSEL_000,2024-01-01 09:00:00,34.25887531962381,130.3590520128369,8.56086916421397,353.68893071596926,17.322796316875664,31.45075205535035,0.19612075320336486,10.161907178247484,1.5450284507477248,70.90845464139178,2.2128333305039356,10.769766494458999,1.4809891210458046,5.920519234553818,60.100548738966765,1,9,7.65102312920151,1.0567368366846557,0.557395654890185,19.342036305439144,-2.2568499103384223,7.776939093521631,8.56086916421397,0.3922134655407875,0.7985564555961406,4.191203690340023,0,0.0716763029655459,2.142490377705487,-63.25359464857587,1.1768465964703552,0,0.0,0,0.6,0.13875586579442692,0.2252333639285852
